Council area,Year,Sex,Age,Population
Aberdeenshire,2002,Male,3,1390
Aberdeenshire,2002,Male,4,1468
Aberdeenshire,2002,Male,5,1492
Aberdeenshire,2002,Male,6,1440
Aberdeenshire,2002,Male,7,1521
Aberdeenshire,2002,Male,8,1623
Aberdeenshire,2002,Male,9,1632
Aberdeenshire,2002,Male,10,1609
Aberdeenshire,2002,Male,11,1651
Aberdeenshire,2002,Male,12,1640
Aberdeenshire,2002,Male,13,1635
Aberdeenshire,2002,Male,14,1697
Aberdeenshire,2002,Male,15,1666
Aberdeenshire,2002,Male,16,1631
Aberdeenshire,2002,Male,17,1594
Aberdeenshire,2002,Male,18,1405
Aberdeenshire,2002,Male,19,1264
Aberdeenshire,2002,Male,20,1219
Aberdeenshire,2002,Male,21,1255
Aberdeenshire,2002,Male,22,1173
Aberdeenshire,2002,Male,23,1141
Aberdeenshire,2002,Male,24,1014
Aberdeenshire,2002,Male,25,989
Aberdeenshire,2002,Male,26,1047
Aberdeenshire,2002,Male,27,1073
Aberdeenshire,2002,Male,28,1147
Aberdeenshire,2002,Male,29,1245
Aberdeenshire,2002,Male,30,1270
Aberdeenshire,2002,Male,31,1490
Aberdeenshire,2002,Male,32,1530
Aberdeenshire,2002,Male,33,1676
Aberdeenshire,2002,Male,34,1697
Aberdeenshire,2002,Male,35,1810
Aberdeenshire,2002,Male,36,1845
Aberdeenshire,2002,Male,37,1873
Aberdeenshire,2002,Male,38,1884
Aberdeenshire,2002,Male,39,1946
Aberdeenshire,2002,Male,40,1892
Aberdeenshire,2002,Male,41,1884
Aberdeenshire,2002,Male,42,1760
Aberdeenshire,2002,Male,43,1857
Aberdeenshire,2002,Male,44,1949
Aberdeenshire,2002,Male,45,1828
Aberdeenshire,2002,Male,46,1854
Aberdeenshire,2002,Male,47,1766
Aberdeenshire,2002,Male,48,1872
Aberdeenshire,2002,Male,49,1659
Aberdeenshire,2002,Male,50,1640
Aberdeenshire,2002,Male,51,1730
Aberdeenshire,2002,Male,52,1726
Aberdeenshire,2002,Male,53,1843
Aberdeenshire,2002,Male,54,1900
Aberdeenshire,2002,Male,55,1978
Aberdeenshire,2002,Male,56,1533
Aberdeenshire,2002,Male,57,1385
Aberdeenshire,2002,Male,58,1439
Aberdeenshire,2002,Male,59,1350
Aberdeenshire,2002,Male,60,1222
Aberdeenshire,2002,Male,61,1076
Aberdeenshire,2002,Male,62,1219
Aberdeenshire,2002,Male,63,1129
Aberdeenshire,2002,Male,64,1115
Aberdeenshire,2002,Male,65,1037
Aberdeenshire,2002,Male,66,1043
Aberdeenshire,2002,Male,67,976
Aberdeenshire,2002,Male,68,910
Aberdeenshire,2002,Male,69,870
Aberdeenshire,2002,Male,70,832
Aberdeenshire,2002,Male,71,823
Aberdeenshire,2002,Male,72,775
Aberdeenshire,2002,Male,73,731
Aberdeenshire,2002,Male,74,672
Aberdeenshire,2002,Male,75,633
Aberdeenshire,2002,Male,76,559
Aberdeenshire,2002,Male,77,622
Aberdeenshire,2002,Male,78,523
Aberdeenshire,2002,Male,79,444
Aberdeenshire,2002,Male,80,467
Aberdeenshire,2002,Male,81,403
Aberdeenshire,2002,Male,82,389
Aberdeenshire,2002,Male,83,249
Aberdeenshire,2002,Male,84,196
Aberdeenshire,2002,Male,85,187
Aberdeenshire,2002,Male,86,158
Aberdeenshire,2002,Male,87,144
Aberdeenshire,2002,Male,88,139
Aberdeenshire,2002,Male,89,100
Aberdeenshire,2002,Male,90,332
Angus,2002,Female,0,501
Angus,2002,Female,1,563
Angus,2002,Female,2,502
Angus,2002,Female,3,571
Angus,2002,Female,4,586
Angus,2002,Female,5,620
Angus,2002,Female,6,633
Angus,2002,Female,7,635
Angus,2002,Female,8,629
Angus,2002,Female,9,670
Angus,2002,Female,10,714
Angus,2002,Female,11,648
Angus,2002,Female,12,650
Angus,2002,Female,13,655
Angus,2002,Female,14,660
Angus,2002,Female,15,698
Angus,2002,Female,16,654
Angus,2002,Female,17,695
Angus,2002,Female,18,608
Angus,2002,Female,19,483
Angus,2002,Female,20,556
Angus,2002,Female,21,509
Angus,2002,Female,22,485
Angus,2002,Female,23,500
Angus,2002,Female,24,498
Angus,2002,Female,25,479
Angus,2002,Female,26,491
Angus,2002,Female,27,545
Angus,2002,Female,28,548
Angus,2002,Female,29,651
Angus,2002,Female,30,713
Angus,2002,Female,31,739
Angus,2002,Female,32,695
Angus,2002,Female,33,774
Angus,2002,Female,34,776
Angus,2002,Female,35,812
Angus,2002,Female,36,824
Angus,2002,Female,37,867
Angus,2002,Female,38,864
Angus,2002,Female,39,845
Angus,2002,Female,40,871
Angus,2002,Female,41,835
Angus,2002,Female,42,880
Angus,2002,Female,43,806
Angus,2002,Female,44,788
Angus,2002,Female,45,783
Angus,2002,Female,46,767
Angus,2002,Female,47,738
Angus,2002,Female,48,778
Angus,2002,Female,49,780
Angus,2002,Female,50,728
Angus,2002,Female,51,790
Angus,2002,Female,52,772
Angus,2002,Female,53,872
Angus,2002,Female,54,869
Angus,2002,Female,55,1002
Angus,2002,Female,56,700
Angus,2002,Female,57,741
Angus,2002,Female,58,727
Angus,2002,Female,59,696
Angus,2002,Female,60,650
Angus,2002,Female,61,599
Angus,2002,Female,62,676
Angus,2002,Female,63,592
Angus,2002,Female,64,643
Angus,2002,Female,65,625
Angus,2002,Female,66,606
Angus,2002,Female,67,616
Angus,2002,Female,68,586
Angus,2002,Female,69,517
Angus,2002,Female,70,600
Angus,2002,Female,71,598
Angus,2002,Female,72,532
Angus,2002,Female,73,549
Angus,2002,Female,74,532
Angus,2002,Female,75,503
Angus,2002,Female,76,510
Angus,2002,Female,77,462
Angus,2002,Female,78,475
Angus,2002,Female,79,437
Angus,2002,Female,80,396
Angus,2002,Female,81,378
Angus,2002,Female,82,407
Angus,2002,Female,83,242
Angus,2002,Female,84,230
Angus,2002,Female,85,221
Angus,2002,Female,86,243
Angus,2002,Female,87,228
Angus,2002,Female,88,200
Angus,2002,Female,89,174
Angus,2002,Female,90,670
Angus,2002,Male,0,533
Angus,2002,Male,1,555
Angus,2002,Male,2,585
Angus,2002,Male,3,591
Angus,2002,Male,4,637
Angus,2002,Male,5,669
Angus,2002,Male,6,620
Angus,2002,Male,7,634
Angus,2002,Male,8,714
Angus,2002,Male,9,679
Angus,2002,Male,10,690
Angus,2002,Male,11,783
Angus,2002,Male,12,703
Angus,2002,Male,13,644
Angus,2002,Male,14,690
Angus,2002,Male,15,715
Angus,2002,Male,16,721
Angus,2002,Male,17,730
Angus,2002,Male,18,673
Angus,2002,Male,19,547
Angus,2002,Male,20,550
Angus,2002,Male,21,585
Angus,2002,Male,22,543
Angus,2002,Male,23,561
Angus,2002,Male,24,538
Angus,2002,Male,25,516
Angus,2002,Male,26,532
Angus,2002,Male,27,513
Angus,2002,Male,28,575
Angus,2002,Male,29,633
Angus,2002,Male,30,664
Angus,2002,Male,31,659
Angus,2002,Male,32,645
Angus,2002,Male,33,717
Angus,2002,Male,34,695
Angus,2002,Male,35,734
Angus,2002,Male,36,726
Angus,2002,Male,37,804
Angus,2002,Male,38,822
Angus,2002,Male,39,815
Angus,2002,Male,40,881
Angus,2002,Male,41,777
Angus,2002,Male,42,842
Angus,2002,Male,43,774
Angus,2002,Male,44,773
Angus,2002,Male,45,720
Angus,2002,Male,46,777
Angus,2002,Male,47,703
Angus,2002,Male,48,733
Angus,2002,Male,49,775
Angus,2002,Male,50,735
Angus,2002,Male,51,768
Angus,2002,Male,52,826
Angus,2002,Male,53,790
Angus,2002,Male,54,888
Angus,2002,Male,55,947
Angus,2002,Male,56,692
Angus,2002,Male,57,686
Angus,2002,Male,58,697
Angus,2002,Male,59,671
Angus,2002,Male,60,635
Angus,2002,Male,61,587
Angus,2002,Male,62,605
Angus,2002,Male,63,575
Angus,2002,Male,64,569
Angus,2002,Male,65,595
Angus,2002,Male,66,586
Angus,2002,Male,67,528
Angus,2002,Male,68,510
Angus,2002,Male,69,493
Angus,2002,Male,70,494
Angus,2002,Male,71,503
Angus,2002,Male,72,471
Angus,2002,Male,73,408
Angus,2002,Male,74,429
Angus,2002,Male,75,344
Angus,2002,Male,76,356
Angus,2002,Male,77,311
Angus,2002,Male,78,291
Angus,2002,Male,79,287
Angus,2002,Male,80,271
Angus,2002,Male,81,223
Angus,2002,Male,82,269
Angus,2002,Male,83,142
Angus,2002,Male,84,109
Angus,2002,Male,85,120
Angus,2002,Male,86,97
Angus,2002,Male,87,92
Angus,2002,Male,88,65
Angus,2002,Male,89,60
Angus,2002,Male,90,224
Argyll and Bute,2002,Female,0,380
Argyll and Bute,2002,Female,1,403
Argyll and Bute,2002,Female,2,423
Argyll and Bute,2002,Female,3,498
Argyll and Bute,2002,Female,4,471
Argyll and Bute,2002,Female,5,486
Argyll and Bute,2002,Female,6,536
Argyll and Bute,2002,Female,7,498
Argyll and Bute,2002,Female,8,555
Argyll and Bute,2002,Female,9,593
Argyll and Bute,2002,Female,10,580
Argyll and Bute,2002,Female,11,539
Argyll and Bute,2002,Female,12,615
Argyll and Bute,2002,Female,13,535
Argyll and Bute,2002,Female,14,561
Argyll and Bute,2002,Female,15,546
Argyll and Bute,2002,Female,16,504
Argyll and Bute,2002,Female,17,506
Argyll and Bute,2002,Female,18,419
Argyll and Bute,2002,Female,19,351
Argyll and Bute,2002,Female,20,320
Argyll and Bute,2002,Female,21,322
Argyll and Bute,2002,Female,22,374
Argyll and Bute,2002,Female,23,316
Argyll and Bute,2002,Female,24,341
Argyll and Bute,2002,Female,25,349
Argyll and Bute,2002,Female,26,410
Argyll and Bute,2002,Female,27,425
Argyll and Bute,2002,Female,28,439
Argyll and Bute,2002,Female,29,472
Argyll and Bute,2002,Female,30,498
Argyll and Bute,2002,Female,31,527
Argyll and Bute,2002,Female,32,613
Argyll and Bute,2002,Female,33,588
Argyll and Bute,2002,Female,34,643
Argyll and Bute,2002,Female,35,631
Argyll and Bute,2002,Female,36,630
Argyll and Bute,2002,Female,37,710
Argyll and Bute,2002,Female,38,698
Argyll and Bute,2002,Female,39,676
Argyll and Bute,2002,Female,40,683
Argyll and Bute,2002,Female,41,657
Argyll and Bute,2002,Female,42,664
Argyll and Bute,2002,Female,43,670
Argyll and Bute,2002,Female,44,645
Argyll and Bute,2002,Female,45,617
Argyll and Bute,2002,Female,46,637
Argyll and Bute,2002,Female,47,595
Argyll and Bute,2002,Female,48,605
Argyll and Bute,2002,Female,49,598
Argyll and Bute,2002,Female,50,609
Argyll and Bute,2002,Female,51,692
Argyll and Bute,2002,Female,52,655
Argyll and Bute,2002,Female,53,699
Argyll and Bute,2002,Female,54,719
Argyll and Bute,2002,Female,55,875
Argyll and Bute,2002,Female,56,646
Argyll and Bute,2002,Female,57,608
Argyll and Bute,2002,Female,58,618
Argyll and Bute,2002,Female,59,584
Argyll and Bute,2002,Female,60,597
Argyll and Bute,2002,Female,61,546
Argyll and Bute,2002,Female,62,647
Argyll and Bute,2002,Female,63,602
Argyll and Bute,2002,Female,64,544
Argyll and Bute,2002,Female,65,577
Argyll and Bute,2002,Female,66,528
Argyll and Bute,2002,Female,67,521
Argyll and Bute,2002,Female,68,506
Argyll and Bute,2002,Female,69,508
Argyll and Bute,2002,Female,70,525
Argyll and Bute,2002,Female,71,469
Argyll and Bute,2002,Female,72,491
Argyll and Bute,2002,Female,73,455
Argyll and Bute,2002,Female,74,420
Argyll and Bute,2002,Female,75,407
Argyll and Bute,2002,Female,76,415
Argyll and Bute,2002,Female,77,393
Argyll and Bute,2002,Female,78,385
Argyll and Bute,2002,Female,79,356
Argyll and Bute,2002,Female,80,363
Argyll and Bute,2002,Female,81,363
Argyll and Bute,2002,Female,82,341
Argyll and Bute,2002,Female,83,238
Argyll and Bute,2002,Female,84,188
Argyll and Bute,2002,Female,85,199
Argyll and Bute,2002,Female,86,224
Argyll and Bute,2002,Female,87,209
Argyll and Bute,2002,Female,88,169
Argyll and Bute,2002,Female,89,143
Argyll and Bute,2002,Female,90,564
Argyll and Bute,2002,Male,0,395
Argyll and Bute,2002,Male,1,400
Argyll and Bute,2002,Male,2,446
Argyll and Bute,2002,Male,3,478
Argyll and Bute,2002,Male,4,511
Argyll and Bute,2002,Male,5,544
Argyll and Bute,2002,Male,6,527
Argyll and Bute,2002,Male,7,574
Argyll and Bute,2002,Male,8,562
Argyll and Bute,2002,Male,9,554
Argyll and Bute,2002,Male,10,582
Argyll and Bute,2002,Male,11,594
Argyll and Bute,2002,Male,12,547
Argyll and Bute,2002,Male,13,618
Argyll and Bute,2002,Male,14,589
Argyll and Bute,2002,Male,15,552
Argyll and Bute,2002,Male,16,588
Argyll and Bute,2002,Male,17,543
Argyll and Bute,2002,Male,18,558
Argyll and Bute,2002,Male,19,554
Argyll and Bute,2002,Male,20,513
Argyll and Bute,2002,Male,21,557
Argyll and Bute,2002,Male,22,593
Argyll and Bute,2002,Male,23,521
Argyll and Bute,2002,Male,24,530
Argyll and Bute,2002,Male,25,546
Argyll and Bute,2002,Male,26,507
Argyll and Bute,2002,Male,27,542
Argyll and Bute,2002,Male,28,522
Argyll and Bute,2002,Male,29,539
Argyll and Bute,2002,Male,30,510
Argyll and Bute,2002,Male,31,506
Argyll and Bute,2002,Male,32,554
Argyll and Bute,2002,Male,33,534
Argyll and Bute,2002,Male,34,597
Argyll and Bute,2002,Male,35,616
Argyll and Bute,2002,Male,36,594
Argyll and Bute,2002,Male,37,644
Argyll and Bute,2002,Male,38,663
Argyll and Bute,2002,Male,39,680
Argyll and Bute,2002,Male,40,710
Argyll and Bute,2002,Male,41,731
Argyll and Bute,2002,Male,42,705
Argyll and Bute,2002,Male,43,632
Argyll and Bute,2002,Male,44,652
Argyll and Bute,2002,Male,45,667
Argyll and Bute,2002,Male,46,705
Argyll and Bute,2002,Male,47,615
Argyll and Bute,2002,Male,48,638
Argyll and Bute,2002,Male,49,621
Argyll and Bute,2002,Male,50,577
Argyll and Bute,2002,Male,51,653
Argyll and Bute,2002,Male,52,618
Argyll and Bute,2002,Male,53,688
Argyll and Bute,2002,Male,54,630
Argyll and Bute,2002,Male,55,792
Argyll and Bute,2002,Male,56,601
Argyll and Bute,2002,Male,57,639
Argyll and Bute,2002,Male,58,674
Argyll and Bute,2002,Male,59,597
Argyll and Bute,2002,Male,60,595
Argyll and Bute,2002,Male,61,563
Argyll and Bute,2002,Male,62,583
Argyll and Bute,2002,Male,63,541
Argyll and Bute,2002,Male,64,540
Argyll and Bute,2002,Male,65,522
Argyll and Bute,2002,Male,66,504
Argyll and Bute,2002,Male,67,469
Argyll and Bute,2002,Male,68,438
Argyll and Bute,2002,Male,69,449
Argyll and Bute,2002,Male,70,423
Argyll and Bute,2002,Male,71,413
Argyll and Bute,2002,Male,72,383
Argyll and Bute,2002,Male,73,396
Argyll and Bute,2002,Male,74,358
Argyll and Bute,2002,Male,75,294
Argyll and Bute,2002,Male,76,296
Argyll and Bute,2002,Male,77,303
Argyll and Bute,2002,Male,78,253
Argyll and Bute,2002,Male,79,239
Argyll and Bute,2002,Male,80,203
Argyll and Bute,2002,Male,81,210
Argyll and Bute,2002,Male,82,199
Argyll and Bute,2002,Male,83,119
Argyll and Bute,2002,Male,84,85
Argyll and Bute,2002,Male,85,97
Argyll and Bute,2002,Male,86,83
Argyll and Bute,2002,Male,87,75
Argyll and Bute,2002,Male,88,67
Argyll and Bute,2002,Male,89,50
Argyll and Bute,2002,Male,90,191
City of Edinburgh,2002,Female,0,2092
City of Edinburgh,2002,Female,1,2047
City of Edinburgh,2002,Female,2,2067
City of Edinburgh,2002,Female,3,2195
City of Edinburgh,2002,Female,4,2191
City of Edinburgh,2002,Female,5,2070
City of Edinburgh,2002,Female,6,2168
City of Edinburgh,2002,Female,7,2143
City of Edinburgh,2002,Female,8,2187
City of Edinburgh,2002,Female,9,2158
City of Edinburgh,2002,Female,10,2362
City of Edinburgh,2002,Female,11,2389
City of Edinburgh,2002,Female,12,2349
City of Edinburgh,2002,Female,13,2233
City of Edinburgh,2002,Female,14,2289
City of Edinburgh,2002,Female,15,2220
City of Edinburgh,2002,Female,16,2344
City of Edinburgh,2002,Female,17,2298
City of Edinburgh,2002,Female,18,2621
City of Edinburgh,2002,Female,19,3565
City of Edinburgh,2002,Female,20,4454
City of Edinburgh,2002,Female,21,4698
City of Edinburgh,2002,Female,22,4740
City of Edinburgh,2002,Female,23,4378
City of Edinburgh,2002,Female,24,3927
City of Edinburgh,2002,Female,25,3777
City of Edinburgh,2002,Female,26,3889
City of Edinburgh,2002,Female,27,3887
City of Edinburgh,2002,Female,28,3732
City of Edinburgh,2002,Female,29,3761
City of Edinburgh,2002,Female,30,3933
City of Edinburgh,2002,Female,31,4001
City of Edinburgh,2002,Female,32,3653
City of Edinburgh,2002,Female,33,3743
City of Edinburgh,2002,Female,34,3701
City of Edinburgh,2002,Female,35,3719
City of Edinburgh,2002,Female,36,3648
City of Edinburgh,2002,Female,37,3597
City of Edinburgh,2002,Female,38,3563
City of Edinburgh,2002,Female,39,3685
City of Edinburgh,2002,Female,40,3433
City of Edinburgh,2002,Female,41,3421
City of Edinburgh,2002,Female,42,3305
City of Edinburgh,2002,Female,43,3237
City of Edinburgh,2002,Female,44,3140
City of Edinburgh,2002,Female,45,3190
City of Edinburgh,2002,Female,46,2809
City of Edinburgh,2002,Female,47,2758
City of Edinburgh,2002,Female,48,2658
City of Edinburgh,2002,Female,49,2723
City of Edinburgh,2002,Female,50,2596
City of Edinburgh,2002,Female,51,2693
City of Edinburgh,2002,Female,52,2772
City of Edinburgh,2002,Female,53,2834
City of Edinburgh,2002,Female,54,2829
City of Edinburgh,2002,Female,55,3196
City of Edinburgh,2002,Female,56,2391
City of Edinburgh,2002,Female,57,2176
City of Edinburgh,2002,Female,58,2236
City of Edinburgh,2002,Female,59,2227
City of Edinburgh,2002,Female,60,2052
City of Edinburgh,2002,Female,61,1952
City of Edinburgh,2002,Female,62,2048
City of Edinburgh,2002,Female,63,2118
City of Edinburgh,2002,Female,64,2148
City of Edinburgh,2002,Female,65,2012
City of Edinburgh,2002,Female,66,2025
City of Edinburgh,2002,Female,67,1999
City of Edinburgh,2002,Female,68,1968
City of Edinburgh,2002,Female,69,2027
City of Edinburgh,2002,Female,70,2071
City of Edinburgh,2002,Female,71,2059
City of Edinburgh,2002,Female,72,1964
City of Edinburgh,2002,Female,73,1907
City of Edinburgh,2002,Female,74,1847
City of Edinburgh,2002,Female,75,1928
City of Edinburgh,2002,Female,76,1845
City of Edinburgh,2002,Female,77,1700
City of Edinburgh,2002,Female,78,1698
City of Edinburgh,2002,Female,79,1573
City of Edinburgh,2002,Female,80,1653
City of Edinburgh,2002,Female,81,1603
City of Edinburgh,2002,Female,82,1534
City of Edinburgh,2002,Female,83,991
City of Edinburgh,2002,Female,84,852
City of Edinburgh,2002,Female,85,884
City of Edinburgh,2002,Female,86,861
City of Edinburgh,2002,Female,87,847
City of Edinburgh,2002,Female,88,785
City of Edinburgh,2002,Female,89,627
City of Edinburgh,2002,Female,90,2341
City of Edinburgh,2002,Male,0,2328
City of Edinburgh,2002,Male,1,2158
City of Edinburgh,2002,Male,2,2193
City of Edinburgh,2002,Male,3,2230
City of Edinburgh,2002,Male,4,2207
City of Edinburgh,2002,Male,5,2316
City of Edinburgh,2002,Male,6,2297
City of Edinburgh,2002,Male,7,2272
City of Edinburgh,2002,Male,8,2288
City of Edinburgh,2002,Male,9,2414
City of Edinburgh,2002,Male,10,2473
City of Edinburgh,2002,Male,11,2557
City of Edinburgh,2002,Male,12,2337
City of Edinburgh,2002,Male,13,2463
City of Edinburgh,2002,Male,14,2387
City of Edinburgh,2002,Male,15,2300
City of Edinburgh,2002,Male,16,2411
City of Edinburgh,2002,Male,17,2296
City of Edinburgh,2002,Male,18,2455
City of Edinburgh,2002,Male,19,3324
City of Edinburgh,2002,Male,20,3891
City of Edinburgh,2002,Male,21,4121
City of Edinburgh,2002,Male,22,4440
City of Edinburgh,2002,Male,23,4296
City of Edinburgh,2002,Male,24,3805
City of Edinburgh,2002,Male,25,3668
City of Edinburgh,2002,Male,26,3753
City of Edinburgh,2002,Male,27,3706
City of Edinburgh,2002,Male,28,3737
City of Edinburgh,2002,Male,29,3674
City of Edinburgh,2002,Male,30,3682
City of Edinburgh,2002,Male,31,3987
City of Edinburgh,2002,Male,32,3714
City of Edinburgh,2002,Male,33,3602
City of Edinburgh,2002,Male,34,3694
City of Edinburgh,2002,Male,35,3801
City of Edinburgh,2002,Male,36,3460
City of Edinburgh,2002,Male,37,3604
City of Edinburgh,2002,Male,38,3312
City of Edinburgh,2002,Male,39,3434
City of Edinburgh,2002,Male,40,3284
City of Edinburgh,2002,Male,41,3374
City of Edinburgh,2002,Male,42,3168
City of Edinburgh,2002,Male,43,3131
City of Edinburgh,2002,Male,44,3027
City of Edinburgh,2002,Male,45,2974
City of Edinburgh,2002,Male,46,2943
City of Edinburgh,2002,Male,47,2804
City of Edinburgh,2002,Male,48,2712
City of Edinburgh,2002,Male,49,2621
City of Edinburgh,2002,Male,50,2665
City of Edinburgh,2002,Male,51,2602
City of Edinburgh,2002,Male,52,2618
City of Edinburgh,2002,Male,53,2761
City of Edinburgh,2002,Male,54,2763
City of Edinburgh,2002,Male,55,3064
City of Edinburgh,2002,Male,56,2129
City of Edinburgh,2002,Male,57,2134
City of Edinburgh,2002,Male,58,2136
City of Edinburgh,2002,Male,59,2029
City of Edinburgh,2002,Male,60,1838
City of Edinburgh,2002,Male,61,1796
City of Edinburgh,2002,Male,62,1877
City of Edinburgh,2002,Male,63,1829
City of Edinburgh,2002,Male,64,1758
City of Edinburgh,2002,Male,65,1758
City of Edinburgh,2002,Male,66,1800
City of Edinburgh,2002,Male,67,1667
City of Edinburgh,2002,Male,68,1695
City of Edinburgh,2002,Male,69,1614
City of Edinburgh,2002,Male,70,1532
City of Edinburgh,2002,Male,71,1608
City of Edinburgh,2002,Male,72,1474
City of Edinburgh,2002,Male,73,1407
City of Edinburgh,2002,Male,74,1332
City of Edinburgh,2002,Male,75,1278
City of Edinburgh,2002,Male,76,1206
City of Edinburgh,2002,Male,77,1124
City of Edinburgh,2002,Male,78,1080
City of Edinburgh,2002,Male,79,976
City of Edinburgh,2002,Male,80,973
City of Edinburgh,2002,Male,81,895
