Council area,Year,Sex,Age,Population
Stirling,2001,Female,43,627
Stirling,2001,Female,44,589
Stirling,2001,Female,45,557
Stirling,2001,Female,46,572
Stirling,2001,Female,47,643
Stirling,2001,Female,48,583
Stirling,2001,Female,49,567
Stirling,2001,Female,50,595
Stirling,2001,Female,51,612
Stirling,2001,Female,52,584
Stirling,2001,Female,53,652
Stirling,2001,Female,54,745
Stirling,2001,Female,55,524
Stirling,2001,Female,56,526
Stirling,2001,Female,57,547
Stirling,2001,Female,58,511
Stirling,2001,Female,59,526
Stirling,2001,Female,60,470
Stirling,2001,Female,61,462
Stirling,2001,Female,62,489
Stirling,2001,Female,63,474
Stirling,2001,Female,64,471
Stirling,2001,Female,65,480
Stirling,2001,Female,66,421
Stirling,2001,Female,67,437
Stirling,2001,Female,68,404
Stirling,2001,Female,69,425
Stirling,2001,Female,70,387
Stirling,2001,Female,71,397
Stirling,2001,Female,72,387
Stirling,2001,Female,73,393
Stirling,2001,Female,74,327
Stirling,2001,Female,75,363
Stirling,2001,Female,76,385
Stirling,2001,Female,77,307
Stirling,2001,Female,78,285
Stirling,2001,Female,79,315
Stirling,2001,Female,80,308
Stirling,2001,Female,81,295
Stirling,2001,Female,82,209
Stirling,2001,Female,83,161
Stirling,2001,Female,84,175
Stirling,2001,Female,85,169
Stirling,2001,Female,86,166
Stirling,2001,Female,87,163
Stirling,2001,Female,88,122
Stirling,2001,Female,89,103
Stirling,2001,Female,90,397
Stirling,2001,Male,0,425
Stirling,2001,Male,1,471
Stirling,2001,Male,2,510
Stirling,2001,Male,3,527
Stirling,2001,Male,4,541
Stirling,2001,Male,5,488
Stirling,2001,Male,6,521
Stirling,2001,Male,7,526
Stirling,2001,Male,8,528
Stirling,2001,Male,9,553
Stirling,2001,Male,10,536
Stirling,2001,Male,11,578
Stirling,2001,Male,12,539
Stirling,2001,Male,13,614
Stirling,2001,Male,14,558
Stirling,2001,Male,15,608
Stirling,2001,Male,16,533
Stirling,2001,Male,17,518
Stirling,2001,Male,18,578
Stirling,2001,Male,19,644
Stirling,2001,Male,20,712
Stirling,2001,Male,21,654
Stirling,2001,Male,22,644
Stirling,2001,Male,23,475
Stirling,2001,Male,24,469
Stirling,2001,Male,25,425
Stirling,2001,Male,26,427
Stirling,2001,Male,27,406
Stirling,2001,Male,28,452
Stirling,2001,Male,29,500
Stirling,2001,Male,30,528
Stirling,2001,Male,31,547
Stirling,2001,Male,32,555
Stirling,2001,Male,33,587
Stirling,2001,Male,34,585
Stirling,2001,Male,35,619
Stirling,2001,Male,36,674
Stirling,2001,Male,37,638
Stirling,2001,Male,38,636
Stirling,2001,Male,39,596
Stirling,2001,Male,40,616
Stirling,2001,Male,41,662
Stirling,2001,Male,42,664
Stirling,2001,Male,43,580
Stirling,2001,Male,44,589
Stirling,2001,Male,45,574
Stirling,2001,Male,46,538
Stirling,2001,Male,47,558
Stirling,2001,Male,48,566
Stirling,2001,Male,49,592
Stirling,2001,Male,50,586
Stirling,2001,Male,51,584
Stirling,2001,Male,52,587
Stirling,2001,Male,53,617
Stirling,2001,Male,54,726
Stirling,2001,Male,55,554
Stirling,2001,Male,56,474
Stirling,2001,Male,57,518
Stirling,2001,Male,58,525
Stirling,2001,Male,59,448
Stirling,2001,Male,60,432
Stirling,2001,Male,61,441
Stirling,2001,Male,62,478
Stirling,2001,Male,63,431
Stirling,2001,Male,64,449
Stirling,2001,Male,65,416
Stirling,2001,Male,66,394
Stirling,2001,Male,67,362
Stirling,2001,Male,68,372
Stirling,2001,Male,69,358
Stirling,2001,Male,70,325
Stirling,2001,Male,71,310
Stirling,2001,Male,72,277
Stirling,2001,Male,73,268
Stirling,2001,Male,74,252
Stirling,2001,Male,75,229
Stirling,2001,Male,76,237
Stirling,2001,Male,77,241
Stirling,2001,Male,78,180
Stirling,2001,Male,79,166
Stirling,2001,Male,80,199
Stirling,2001,Male,81,174
Stirling,2001,Male,82,117
Stirling,2001,Male,83,80
Stirling,2001,Male,84,84
Stirling,2001,Male,85,79
Stirling,2001,Male,86,68
Stirling,2001,Male,87,73
Stirling,2001,Male,88,54
Stirling,2001,Male,89,43
Stirling,2001,Male,90,122
West Dunbartonshire,2001,Female,0,455
West Dunbartonshire,2001,Female,1,503
West Dunbartonshire,2001,Female,2,526
West Dunbartonshire,2001,Female,3,506
West Dunbartonshire,2001,Female,4,531
West Dunbartonshire,2001,Female,5,502
West Dunbartonshire,2001,Female,6,570
West Dunbartonshire,2001,Female,7,526
West Dunbartonshire,2001,Female,8,595
West Dunbartonshire,2001,Female,9,575
West Dunbartonshire,2001,Female,10,593
West Dunbartonshire,2001,Female,11,605
West Dunbartonshire,2001,Female,12,603
West Dunbartonshire,2001,Female,13,648
West Dunbartonshire,2001,Female,14,582
West Dunbartonshire,2001,Female,15,669
West Dunbartonshire,2001,Female,16,651
West Dunbartonshire,2001,Female,17,611
West Dunbartonshire,2001,Female,18,615
West Dunbartonshire,2001,Female,19,613
West Dunbartonshire,2001,Female,20,629
West Dunbartonshire,2001,Female,21,588
West Dunbartonshire,2001,Female,22,521
West Dunbartonshire,2001,Female,23,498
West Dunbartonshire,2001,Female,24,499
West Dunbartonshire,2001,Female,25,556
West Dunbartonshire,2001,Female,26,539
West Dunbartonshire,2001,Female,27,558
West Dunbartonshire,2001,Female,28,604
West Dunbartonshire,2001,Female,29,649
West Dunbartonshire,2001,Female,30,669
West Dunbartonshire,2001,Female,31,731
West Dunbartonshire,2001,Female,32,760
West Dunbartonshire,2001,Female,33,758
West Dunbartonshire,2001,Female,34,785
West Dunbartonshire,2001,Female,35,785
West Dunbartonshire,2001,Female,36,775
West Dunbartonshire,2001,Female,37,838
West Dunbartonshire,2001,Female,38,810
West Dunbartonshire,2001,Female,39,730
West Dunbartonshire,2001,Female,40,779
West Dunbartonshire,2001,Female,41,723
West Dunbartonshire,2001,Female,42,732
West Dunbartonshire,2001,Female,43,745
West Dunbartonshire,2001,Female,44,703
West Dunbartonshire,2001,Female,45,705
West Dunbartonshire,2001,Female,46,679
West Dunbartonshire,2001,Female,47,656
West Dunbartonshire,2001,Female,48,577
West Dunbartonshire,2001,Female,49,614
West Dunbartonshire,2001,Female,50,630
West Dunbartonshire,2001,Female,51,569
West Dunbartonshire,2001,Female,52,594
West Dunbartonshire,2001,Female,53,701
West Dunbartonshire,2001,Female,54,694
West Dunbartonshire,2001,Female,55,528
West Dunbartonshire,2001,Female,56,513
West Dunbartonshire,2001,Female,57,551
West Dunbartonshire,2001,Female,58,569
West Dunbartonshire,2001,Female,59,509
West Dunbartonshire,2001,Female,60,489
West Dunbartonshire,2001,Female,61,502
West Dunbartonshire,2001,Female,62,530
West Dunbartonshire,2001,Female,63,481
West Dunbartonshire,2001,Female,64,500
West Dunbartonshire,2001,Female,65,480
West Dunbartonshire,2001,Female,66,473
West Dunbartonshire,2001,Female,67,468
West Dunbartonshire,2001,Female,68,517
West Dunbartonshire,2001,Female,69,501
West Dunbartonshire,2001,Female,70,486
West Dunbartonshire,2001,Female,71,491
West Dunbartonshire,2001,Female,72,449
West Dunbartonshire,2001,Female,73,424
West Dunbartonshire,2001,Female,74,444
West Dunbartonshire,2001,Female,75,443
West Dunbartonshire,2001,Female,76,360
West Dunbartonshire,2001,Female,77,374
West Dunbartonshire,2001,Female,78,353
West Dunbartonshire,2001,Female,79,351
West Dunbartonshire,2001,Female,80,343
West Dunbartonshire,2001,Female,81,353
West Dunbartonshire,2001,Female,82,281
West Dunbartonshire,2001,Female,83,221
West Dunbartonshire,2001,Female,84,203
West Dunbartonshire,2001,Female,85,176
West Dunbartonshire,2001,Female,86,171
West Dunbartonshire,2001,Female,87,148
West Dunbartonshire,2001,Female,88,142
West Dunbartonshire,2001,Female,89,110
West Dunbartonshire,2001,Female,90,356
West Dunbartonshire,2001,Male,0,480
West Dunbartonshire,2001,Male,1,507
West Dunbartonshire,2001,Male,2,536
West Dunbartonshire,2001,Male,3,532
West Dunbartonshire,2001,Male,4,610
West Dunbartonshire,2001,Male,5,582
West Dunbartonshire,2001,Male,6,561
West Dunbartonshire,2001,Male,7,626
West Dunbartonshire,2001,Male,8,608
West Dunbartonshire,2001,Male,9,667
West Dunbartonshire,2001,Male,10,631
West Dunbartonshire,2001,Male,11,642
West Dunbartonshire,2001,Male,12,635
West Dunbartonshire,2001,Male,13,670
West Dunbartonshire,2001,Male,14,662
West Dunbartonshire,2001,Male,15,647
West Dunbartonshire,2001,Male,16,664
West Dunbartonshire,2001,Male,17,636
West Dunbartonshire,2001,Male,18,663
West Dunbartonshire,2001,Male,19,583
West Dunbartonshire,2001,Male,20,636
West Dunbartonshire,2001,Male,21,518
West Dunbartonshire,2001,Male,22,525
West Dunbartonshire,2001,Male,23,506
West Dunbartonshire,2001,Male,24,477
West Dunbartonshire,2001,Male,25,519
West Dunbartonshire,2001,Male,26,495
West Dunbartonshire,2001,Male,27,507
West Dunbartonshire,2001,Male,28,538
West Dunbartonshire,2001,Male,29,567
West Dunbartonshire,2001,Male,30,623
West Dunbartonshire,2001,Male,31,627
West Dunbartonshire,2001,Male,32,641
West Dunbartonshire,2001,Male,33,726
West Dunbartonshire,2001,Male,34,699
West Dunbartonshire,2001,Male,35,655
West Dunbartonshire,2001,Male,36,759
West Dunbartonshire,2001,Male,37,702
West Dunbartonshire,2001,Male,38,725
West Dunbartonshire,2001,Male,39,682
West Dunbartonshire,2001,Male,40,697
West Dunbartonshire,2001,Male,41,732
West Dunbartonshire,2001,Male,42,652
West Dunbartonshire,2001,Male,43,711
West Dunbartonshire,2001,Male,44,611
West Dunbartonshire,2001,Male,45,654
West Dunbartonshire,2001,Male,46,640
West Dunbartonshire,2001,Male,47,582
West Dunbartonshire,2001,Male,48,618
West Dunbartonshire,2001,Male,49,631
West Dunbartonshire,2001,Male,50,583
West Dunbartonshire,2001,Male,51,543
West Dunbartonshire,2001,Male,52,613
West Dunbartonshire,2001,Male,53,640
West Dunbartonshire,2001,Male,54,652
West Dunbartonshire,2001,Male,55,582
West Dunbartonshire,2001,Male,56,512
West Dunbartonshire,2001,Male,57,568
West Dunbartonshire,2001,Male,58,475
West Dunbartonshire,2001,Male,59,470
West Dunbartonshire,2001,Male,60,408
West Dunbartonshire,2001,Male,61,412
West Dunbartonshire,2001,Male,62,450
West Dunbartonshire,2001,Male,63,423
West Dunbartonshire,2001,Male,64,412
West Dunbartonshire,2001,Male,65,408
West Dunbartonshire,2001,Male,66,411
West Dunbartonshire,2001,Male,67,378
West Dunbartonshire,2001,Male,68,380
West Dunbartonshire,2001,Male,69,356
West Dunbartonshire,2001,Male,70,343
West Dunbartonshire,2001,Male,71,341
West Dunbartonshire,2001,Male,72,362
West Dunbartonshire,2001,Male,73,296
West Dunbartonshire,2001,Male,74,238
West Dunbartonshire,2001,Male,75,262
West Dunbartonshire,2001,Male,76,254
West Dunbartonshire,2001,Male,77,218
West Dunbartonshire,2001,Male,78,180
West Dunbartonshire,2001,Male,79,195
West Dunbartonshire,2001,Male,80,202
West Dunbartonshire,2001,Male,81,157
West Dunbartonshire,2001,Male,82,121
West Dunbartonshire,2001,Male,83,97
West Dunbartonshire,2001,Male,84,87
West Dunbartonshire,2001,Male,85,73
West Dunbartonshire,2001,Male,86,66
West Dunbartonshire,2001,Male,87,54
West Dunbartonshire,2001,Male,88,42
West Dunbartonshire,2001,Male,89,29
West Dunbartonshire,2001,Male,90,78
West Lothian,2001,Female,0,949
West Lothian,2001,Female,1,1006
West Lothian,2001,Female,2,1063
West Lothian,2001,Female,3,1087
West Lothian,2001,Female,4,1123
West Lothian,2001,Female,5,1082
West Lothian,2001,Female,6,1028
West Lothian,2001,Female,7,1105
West Lothian,2001,Female,8,1066
West Lothian,2001,Female,9,1112
West Lothian,2001,Female,10,1113
West Lothian,2001,Female,11,1098
West Lothian,2001,Female,12,1085
West Lothian,2001,Female,13,1028
West Lothian,2001,Female,14,1077
West Lothian,2001,Female,15,1121
West Lothian,2001,Female,16,1064
West Lothian,2001,Female,17,949
West Lothian,2001,Female,18,924
West Lothian,2001,Female,19,877
West Lothian,2001,Female,20,921
West Lothian,2001,Female,21,898
West Lothian,2001,Female,22,872
West Lothian,2001,Female,23,873
West Lothian,2001,Female,24,799
West Lothian,2001,Female,25,961
West Lothian,2001,Female,26,1036
West Lothian,2001,Female,27,1092
West Lothian,2001,Female,28,1190
West Lothian,2001,Female,29,1283
West Lothian,2001,Female,30,1349
West Lothian,2001,Female,31,1408
West Lothian,2001,Female,32,1419
West Lothian,2001,Female,33,1543
West Lothian,2001,Female,34,1583
West Lothian,2001,Female,35,1449
West Lothian,2001,Female,36,1522
West Lothian,2001,Female,37,1460
West Lothian,2001,Female,38,1410
West Lothian,2001,Female,39,1411
West Lothian,2001,Female,40,1316
West Lothian,2001,Female,41,1333
West Lothian,2001,Female,42,1348
West Lothian,2001,Female,43,1305
West Lothian,2001,Female,44,1159
West Lothian,2001,Female,45,1153
West Lothian,2001,Female,46,1084
West Lothian,2001,Female,47,1098
West Lothian,2001,Female,48,1070
West Lothian,2001,Female,49,1071
West Lothian,2001,Female,50,1070
West Lothian,2001,Female,51,1043
West Lothian,2001,Female,52,1125
West Lothian,2001,Female,53,1139
West Lothian,2001,Female,54,1205
West Lothian,2001,Female,55,991
West Lothian,2001,Female,56,933
West Lothian,2001,Female,57,944
West Lothian,2001,Female,58,928
West Lothian,2001,Female,59,850
West Lothian,2001,Female,60,827
West Lothian,2001,Female,61,799
West Lothian,2001,Female,62,799
West Lothian,2001,Female,63,748
West Lothian,2001,Female,64,683
West Lothian,2001,Female,65,714
West Lothian,2001,Female,66,662
West Lothian,2001,Female,67,640
West Lothian,2001,Female,68,581
West Lothian,2001,Female,69,661
West Lothian,2001,Female,70,604
West Lothian,2001,Female,71,542
West Lothian,2001,Female,72,529
West Lothian,2001,Female,73,497
West Lothian,2001,Female,74,458
West Lothian,2001,Female,75,453
West Lothian,2001,Female,76,433
West Lothian,2001,Female,77,440
West Lothian,2001,Female,78,368
West Lothian,2001,Female,79,375
West Lothian,2001,Female,80,393
West Lothian,2001,Female,81,368
West Lothian,2001,Female,82,285
West Lothian,2001,Female,83,215
West Lothian,2001,Female,84,228
West Lothian,2001,Female,85,230
West Lothian,2001,Female,86,197
West Lothian,2001,Female,87,190
West Lothian,2001,Female,88,130
West Lothian,2001,Female,89,129
West Lothian,2001,Female,90,409
West Lothian,2001,Male,0,968
West Lothian,2001,Male,1,1042
West Lothian,2001,Male,2,1171
West Lothian,2001,Male,3,1065
West Lothian,2001,Male,4,1042
West Lothian,2001,Male,5,1105
West Lothian,2001,Male,6,1148
West Lothian,2001,Male,7,1119
West Lothian,2001,Male,8,1197
West Lothian,2001,Male,9,1157
West Lothian,2001,Male,10,1157
West Lothian,2001,Male,11,1082
West Lothian,2001,Male,12,1127
West Lothian,2001,Male,13,1135
West Lothian,2001,Male,14,1160
West Lothian,2001,Male,15,1141
West Lothian,2001,Male,16,1054
West Lothian,2001,Male,17,1005
West Lothian,2001,Male,18,873
West Lothian,2001,Male,19,912
West Lothian,2001,Male,20,948
West Lothian,2001,Male,21,880
West Lothian,2001,Male,22,885
West Lothian,2001,Male,23,794
West Lothian,2001,Male,24,778
West Lothian,2001,Male,25,936
West Lothian,2001,Male,26,857
West Lothian,2001,Male,27,964
West Lothian,2001,Male,28,1037
West Lothian,2001,Male,29,1113
West Lothian,2001,Male,30,1311
West Lothian,2001,Male,31,1187
West Lothian,2001,Male,32,1397
West Lothian,2001,Male,33,1411
West Lothian,2001,Male,34,1450
West Lothian,2001,Male,35,1343
West Lothian,2001,Male,36,1414
West Lothian,2001,Male,37,1319
West Lothian,2001,Male,38,1351
West Lothian,2001,Male,39,1330
West Lothian,2001,Male,40,1302
West Lothian,2001,Male,41,1259
West Lothian,2001,Male,42,1243
West Lothian,2001,Male,43,1150
West Lothian,2001,Male,44,1106
West Lothian,2001,Male,45,1129
West Lothian,2001,Male,46,1054
West Lothian,2001,Male,47,1042
West Lothian,2001,Male,48,1035
West Lothian,2001,Male,49,1028
West Lothian,2001,Male,50,1046
West Lothian,2001,Male,51,1010
West Lothian,2001,Male,52,1068
West Lothian,2001,Male,53,1133
West Lothian,2001,Male,54,1158
West Lothian,2001,Male,55,950
West Lothian,2001,Male,56,921
West Lothian,2001,Male,57,889
West Lothian,2001,Male,58,861
West Lothian,2001,Male,59,790
West Lothian,2001,Male,60,735
West Lothian,2001,Male,61,736
West Lothian,2001,Male,62,760
West Lothian,2001,Male,63,710
West Lothian,2001,Male,64,758
West Lothian,2001,Male,65,655
West Lothian,2001,Male,66,651
West Lothian,2001,Male,67,543
West Lothian,2001,Male,68,470
West Lothian,2001,Male,69,502
West Lothian,2001,Male,70,459
West Lothian,2001,Male,71,459
West Lothian,2001,Male,72,422
West Lothian,2001,Male,73,415
West Lothian,2001,Male,74,390
West Lothian,2001,Male,75,353
West Lothian,2001,Male,76,343
West Lothian,2001,Male,77,282
West Lothian,2001,Male,78,240
West Lothian,2001,Male,79,215
West Lothian,2001,Male,80,230
West Lothian,2001,Male,81,209
West Lothian,2001,Male,82,137
West Lothian,2001,Male,83,102
West Lothian,2001,Male,84,93
West Lothian,2001,Male,85,78
West Lothian,2001,Male,86,84
West Lothian,2001,Male,87,66
West Lothian,2001,Male,88,55
West Lothian,2001,Male,89,41
West Lothian,2001,Male,90,110
Aberdeen City,2002,Female,0,1000
Aberdeen City,2002,Female,1,950
Aberdeen City,2002,Female,2,918
Aberdeen City,2002,Female,3,986
Aberdeen City,2002,Female,4,937
Aberdeen City,2002,Female,5,945
Aberdeen City,2002,Female,6,951
Aberdeen City,2002,Female,7,1026
Aberdeen City,2002,Female,8,1043
Aberdeen City,2002,Female,9,1109
Aberdeen City,2002,Female,10,1092
Aberdeen City,2002,Female,11,1161
Aberdeen City,2002,Female,12,1092
Aberdeen City,2002,Female,13,1079
Aberdeen City,2002,Female,14,1149
Aberdeen City,2002,Female,15,1048
Aberdeen City,2002,Female,16,1210
Aberdeen City,2002,Female,17,1131
Aberdeen City,2002,Female,18,1465
Aberdeen City,2002,Female,19,1987
Aberdeen City,2002,Female,20,2131
Aberdeen City,2002,Female,21,2112
Aberdeen City,2002,Female,22,2186
Aberdeen City,2002,Female,23,1863
Aberdeen City,2002,Female,24,1537
Aberdeen City,2002,Female,25,1472
Aberdeen City,2002,Female,26,1584
Aberdeen City,2002,Female,27,1569
Aberdeen City,2002,Female,28,1578
Aberdeen City,2002,Female,29,1618
Aberdeen City,2002,Female,30,1637
Aberdeen City,2002,Female,31,1715
Aberdeen City,2002,Female,32,1644
Aberdeen City,2002,Female,33,1668
Aberdeen City,2002,Female,34,1541
Aberdeen City,2002,Female,35,1549
Aberdeen City,2002,Female,36,1583
Aberdeen City,2002,Female,37,1681
Aberdeen City,2002,Female,38,1585
Aberdeen City,2002,Female,39,1593
Aberdeen City,2002,Female,40,1562
Aberdeen City,2002,Female,41,1510
Aberdeen City,2002,Female,42,1587
Aberdeen City,2002,Female,43,1575
Aberdeen City,2002,Female,44,1521
Aberdeen City,2002,Female,45,1449
Aberdeen City,2002,Female,46,1416
Aberdeen City,2002,Female,47,1383
Aberdeen City,2002,Female,48,1342
Aberdeen City,2002,Female,49,1226
Aberdeen City,2002,Female,50,1293
Aberdeen City,2002,Female,51,1263
Aberdeen City,2002,Female,52,1263
Aberdeen City,2002,Female,53,1395
Aberdeen City,2002,Female,54,1351
Aberdeen City,2002,Female,55,1517
Aberdeen City,2002,Female,56,1112
Aberdeen City,2002,Female,57,1001
Aberdeen City,2002,Female,58,1028
Aberdeen City,2002,Female,59,1049
Aberdeen City,2002,Female,60,1026
Aberdeen City,2002,Female,61,934
Aberdeen City,2002,Female,62,1049
Aberdeen City,2002,Female,63,1011
Aberdeen City,2002,Female,64,962
Aberdeen City,2002,Female,65,974
Aberdeen City,2002,Female,66,1016
Aberdeen City,2002,Female,67,971
Aberdeen City,2002,Female,68,969
Aberdeen City,2002,Female,69,981
Aberdeen City,2002,Female,70,1041
Aberdeen City,2002,Female,71,956
Aberdeen City,2002,Female,72,963
Aberdeen City,2002,Female,73,954
Aberdeen City,2002,Female,74,897
Aberdeen City,2002,Female,75,845
Aberdeen City,2002,Female,76,837
Aberdeen City,2002,Female,77,808
Aberdeen City,2002,Female,78,782
Aberdeen City,2002,Female,79,750
Aberdeen City,2002,Female,80,730
Aberdeen City,2002,Female,81,720
Aberdeen City,2002,Female,82,714
Aberdeen City,2002,Female,83,405
Aberdeen City,2002,Female,84,375
Aberdeen City,2002,Female,85,347
Aberdeen City,2002,Female,86,386
Aberdeen City,2002,Female,87,318
Aberdeen City,2002,Female,88,315
Aberdeen City,2002,Female,89,288
Aberdeen City,2002,Female,90,1044
Aberdeen City,2002,Male,0,1023
Aberdeen City,2002,Male,1,1048
Aberdeen City,2002,Male,2,1046
Aberdeen City,2002,Male,3,1072
Aberdeen City,2002,Male,4,1050
Aberdeen City,2002,Male,5,1098
Aberdeen City,2002,Male,6,1080
Aberdeen City,2002,Male,7,1091
Aberdeen City,2002,Male,8,1104
Aberdeen City,2002,Male,9,1168
Aberdeen City,2002,Male,10,1197
Aberdeen City,2002,Male,11,1174
Aberdeen City,2002,Male,12,1091
Aberdeen City,2002,Male,13,1142
Aberdeen City,2002,Male,14,1146
Aberdeen City,2002,Male,15,1151
Aberdeen City,2002,Male,16,1207
Aberdeen City,2002,Male,17,1154
Aberdeen City,2002,Male,18,1283
Aberdeen City,2002,Male,19,1578
Aberdeen City,2002,Male,20,1859
Aberdeen City,2002,Male,21,2150
Aberdeen City,2002,Male,22,2283
Aberdeen City,2002,Male,23,1991
Aberdeen City,2002,Male,24,1812
Aberdeen City,2002,Male,25,1785
Aberdeen City,2002,Male,26,1615
Aberdeen City,2002,Male,27,1607
Aberdeen City,2002,Male,28,1657
Aberdeen City,2002,Male,29,1800
Aberdeen City,2002,Male,30,1775
Aberdeen City,2002,Male,31,1795
Aberdeen City,2002,Male,32,1636
Aberdeen City,2002,Male,33,1727
Aberdeen City,2002,Male,34,1638
Aberdeen City,2002,Male,35,1750
Aberdeen City,2002,Male,36,1555
Aberdeen City,2002,Male,37,1624
Aberdeen City,2002,Male,38,1617
Aberdeen City,2002,Male,39,1606
Aberdeen City,2002,Male,40,1592
Aberdeen City,2002,Male,41,1489
Aberdeen City,2002,Male,42,1598
Aberdeen City,2002,Male,43,1518
Aberdeen City,2002,Male,44,1554
Aberdeen City,2002,Male,45,1489
Aberdeen City,2002,Male,46,1471
Aberdeen City,2002,Male,47,1452
Aberdeen City,2002,Male,48,1426
Aberdeen City,2002,Male,49,1361
Aberdeen City,2002,Male,50,1324
Aberdeen City,2002,Male,51,1362
Aberdeen City,2002,Male,52,1379
Aberdeen City,2002,Male,53,1434
Aberdeen City,2002,Male,54,1408
Aberdeen City,2002,Male,55,1536
Aberdeen City,2002,Male,56,1153
Aberdeen City,2002,Male,57,928
Aberdeen City,2002,Male,58,1007
Aberdeen City,2002,Male,59,1037
Aberdeen City,2002,Male,60,967
Aberdeen City,2002,Male,61,909
Aberdeen City,2002,Male,62,934
Aberdeen City,2002,Male,63,885
Aberdeen City,2002,Male,64,942
Aberdeen City,2002,Male,65,877
Aberdeen City,2002,Male,66,862
Aberdeen City,2002,Male,67,853
Aberdeen City,2002,Male,68,861
Aberdeen City,2002,Male,69,800
Aberdeen City,2002,Male,70,800
Aberdeen City,2002,Male,71,730
Aberdeen City,2002,Male,72,722
Aberdeen City,2002,Male,73,680
Aberdeen City,2002,Male,74,619
Aberdeen City,2002,Male,75,669
Aberdeen City,2002,Male,76,589
Aberdeen City,2002,Male,77,526
Aberdeen City,2002,Male,78,466
Aberdeen City,2002,Male,79,400
Aberdeen City,2002,Male,80,393
Aberdeen City,2002,Male,81,408
Aberdeen City,2002,Male,82,439
Aberdeen City,2002,Male,83,195
Aberdeen City,2002,Male,84,179
Aberdeen City,2002,Male,85,173
Aberdeen City,2002,Male,86,165
Aberdeen City,2002,Male,87,142
Aberdeen City,2002,Male,88,114
Aberdeen City,2002,Male,89,91
Aberdeen City,2002,Male,90,251
Aberdeenshire,2002,Female,0,1129
Aberdeenshire,2002,Female,1,1168
Aberdeenshire,2002,Female,2,1238
Aberdeenshire,2002,Female,3,1296
Aberdeenshire,2002,Female,4,1299
Aberdeenshire,2002,Female,5,1353
Aberdeenshire,2002,Female,6,1360
Aberdeenshire,2002,Female,7,1462
Aberdeenshire,2002,Female,8,1535
Aberdeenshire,2002,Female,9,1538
Aberdeenshire,2002,Female,10,1645
Aberdeenshire,2002,Female,11,1571
Aberdeenshire,2002,Female,12,1589
Aberdeenshire,2002,Female,13,1591
Aberdeenshire,2002,Female,14,1622
Aberdeenshire,2002,Female,15,1593
Aberdeenshire,2002,Female,16,1581
Aberdeenshire,2002,Female,17,1463
Aberdeenshire,2002,Female,18,1181
Aberdeenshire,2002,Female,19,1020
Aberdeenshire,2002,Female,20,1028
Aberdeenshire,2002,Female,21,1041
Aberdeenshire,2002,Female,22,1068
Aberdeenshire,2002,Female,23,971
Aberdeenshire,2002,Female,24,1004
Aberdeenshire,2002,Female,25,979
Aberdeenshire,2002,Female,26,1072
Aberdeenshire,2002,Female,27,1089
Aberdeenshire,2002,Female,28,1259
Aberdeenshire,2002,Female,29,1364
Aberdeenshire,2002,Female,30,1504
Aberdeenshire,2002,Female,31,1640
Aberdeenshire,2002,Female,32,1645
Aberdeenshire,2002,Female,33,1776
Aberdeenshire,2002,Female,34,1779
Aberdeenshire,2002,Female,35,1881
Aberdeenshire,2002,Female,36,1894
Aberdeenshire,2002,Female,37,1941
Aberdeenshire,2002,Female,38,1982
Aberdeenshire,2002,Female,39,1972
Aberdeenshire,2002,Female,40,1862
Aberdeenshire,2002,Female,41,1860
Aberdeenshire,2002,Female,42,1838
Aberdeenshire,2002,Female,43,1857
Aberdeenshire,2002,Female,44,1807
Aberdeenshire,2002,Female,45,1824
Aberdeenshire,2002,Female,46,1808
Aberdeenshire,2002,Female,47,1767
Aberdeenshire,2002,Female,48,1829
Aberdeenshire,2002,Female,49,1689
Aberdeenshire,2002,Female,50,1620
Aberdeenshire,2002,Female,51,1648
Aberdeenshire,2002,Female,52,1627
Aberdeenshire,2002,Female,53,1678
Aberdeenshire,2002,Female,54,1741
Aberdeenshire,2002,Female,55,1895
Aberdeenshire,2002,Female,56,1492
Aberdeenshire,2002,Female,57,1348
Aberdeenshire,2002,Female,58,1341
Aberdeenshire,2002,Female,59,1301
Aberdeenshire,2002,Female,60,1259
Aberdeenshire,2002,Female,61,1105
Aberdeenshire,2002,Female,62,1190
Aberdeenshire,2002,Female,63,1119
Aberdeenshire,2002,Female,64,1088
Aberdeenshire,2002,Female,65,1062
Aberdeenshire,2002,Female,66,1057
Aberdeenshire,2002,Female,67,982
Aberdeenshire,2002,Female,68,1008
Aberdeenshire,2002,Female,69,936
Aberdeenshire,2002,Female,70,948
Aberdeenshire,2002,Female,71,925
Aberdeenshire,2002,Female,72,910
Aberdeenshire,2002,Female,73,864
Aberdeenshire,2002,Female,74,825
Aberdeenshire,2002,Female,75,768
Aberdeenshire,2002,Female,76,814
Aberdeenshire,2002,Female,77,737
Aberdeenshire,2002,Female,78,779
Aberdeenshire,2002,Female,79,689
Aberdeenshire,2002,Female,80,686
Aberdeenshire,2002,Female,81,627
Aberdeenshire,2002,Female,82,682
Aberdeenshire,2002,Female,83,428
Aberdeenshire,2002,Female,84,406
Aberdeenshire,2002,Female,85,358
Aberdeenshire,2002,Female,86,360
Aberdeenshire,2002,Female,87,354
Aberdeenshire,2002,Female,88,315
Aberdeenshire,2002,Female,89,261
Aberdeenshire,2002,Female,90,1042
Aberdeenshire,2002,Male,0,1162
Aberdeenshire,2002,Male,1,1253
Aberdeenshire,2002,Male,2,1374
